CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CASE_6	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	width
RPL13A	458267	795575	580299	8544	7910	26957	315692	724221	311110	4582	7564	11177	4755
CTU1	5653	5945	4632	60	0	39	2818	4987	3125	20	19	40	10765
NOSIP	40305	57396	50425	0	91	119	26158	58983	27224	0	0	0	34552
IGLON5	0	0	0	0	0	0	0	0	0	0	0	0	18507
RCN3	33680	32338	23713	0	0	69	6471	15519	7040	0	0	27	19345
ZNF614	16920	34593	26672	22	22	39	10024	30270	14559	0	0	48	17476
SLC2A5	908	2915	4631	0	0	0	1974	3899	2827	0	0	29	53372
RERE	696955	1202819	645318	71	94	843	190416	685861	326246	54	72	144	465247
MMEL1	1253	1775	2478	0	0	0	1606	1439	1345	0	0	0	42352
CFAP74	202	202	199	0	20	0	175	0	0	0	0	29	81887
PRDM16	29915	83650	94072	0	0	70	30595	77172	21748	0	0	29	369454
CELA2A	0	0	0	0	0	0	0	0	0	0	0	0	15364
PADI3	0	0	0	0	0	0	0	0	0	0	0	0	35136
FHAD1	3831	4193	3795	0	24	0	0	606	404	0	0	0	153012
PADI1	0	0	202	0	0	0	0	0	202	0	0	0	40880
EPHA2	35056	89798	39844	47	0	25	18791	58808	26258	33	29	0	31751
ARHGEF19	6898	13704	4364	0	0	0	2308	5781	1593	0	0	50	14756
EFHD2	43591	59817	45988	0	22	84	16110	43095	25337	0	0	0	20449
PEX14	28739	39378	45759	0	21	2	24134	44174	27850	1	28	25	158471
PGD	39619	79536	57945	0	8	128	31712	57839	29574	0	0	18	21553
MYOM3	1508645	2848897	1467208	179	72	706	754950	2251729	1069968	0	295	133	56141
SH3BGRL3	54687	71452	42882	0	0	101	20763	49295	26149	0	0	0	2347
CNKSR1	14506	13510	3021	0	0	0	1750	8393	3199	0	0	0	12484
RPL11	448868	951247	725442	64	122	696	335359	801300	369870	143	192	19	4647
IL22RA1	1340	202	1617	0	0	0	407	137	404	0	0	0	23351
ZNF593	9670	14331	5723	0	0	52	4642	11394	8619	22	0	0	1003
C1ORF216	32669	38789	33332	0	29	0	17175	33831	17625	0	0	22	5598
KIAA0319L	229558	363995	395663	0	42	335	157789	361942	160575	0	59	0	124461
EVA1B	12385	12319	10902	0	0	0	5451	12359	5476	36	9	0	2124
C1ORF94	0	0	0	0	0	0	0	0	0	0	0	0	52249
DMRTA2	0	0	0	0	0	0	0	0	0	0	0	0	5951
PLK4	808	1385	2324	0	0	0	605	1335	1212	0	0	0	18335
MAP3K6	220417	313843	105777	0	63	167	59160	236737	108485	35	0	36	11709
FCN3	12571	18757	12631	0	0	0	28356	30716	13795	0	0	20	5713
GPN2	39926	61503	44415	42	0	49	13874	42412	19346	21	0	33	14165
SYTL1	1879	5652	2527	0	0	0	1564	1897	1835	0	0	0	11918
WDTC1	210006	345766	283210	0	0	69	119820	300480	138963	24	0	126	74118
CELA3A	0	0	202	0	0	0	0	0	0	0	0	0	10884
NBPF3	9512	16843	19742	0	0	65	9223	10248	10492	0	0	0	44878
HSPG2	2021061	1815984	1313540	558	599	3163	544559	1729097	871633	441	178	624	115053
ITGB3BP	44451	56078	51165	21	31	100	21296	60842	30052	0	0	0	152952
SERBP1	341916	560469	397773	23	46	76	169285	467500	219953	20	48	77	22606
BCL10	10433	18815	15361	0	0	100	5962	15639	6821	0	0	24	10843
CYR61	1302420	871886	430925	126	83	70	32326	102209	50834	52	110	30	3202
PRKACB	65635	112845	117015	44	94	71	37249	96295	48586	0	40	55	160437
PIGK	38378	79501	88346	0	0	38	38001	75222	40793	0	20	49	130441
TINAGL1	520126	540826	570707	27	0	212	266215	719802	384314	21	0	35	11202
AZIN2	6248	9578	23449	26	0	40	4646	8344	2221	0	0	0	39427
RPS8	423688	769950	553447	5296	3674	19952	269770	668428	287573	2815	4409	6041	3529
KIF2C	1116	1710	5444	0	0	0	1208	4628	2122	0	0	0	27950
PTPRF	18441	27140	10250	24	0	86	4032	17185	5172	0	2	0	98480
BEST4	0	660	404	0	0	0	202	404	0	0	0	0	4121
MOB3C	59791	95865	55178	21	44	71	18030	47058	21095	0	21	67	9177
CYP4B1	98859	282402	57748	0	30	84	6623	105137	71574	28	178	100	61576
TMEM61	202	0	0	0	0	0	118	0	0	0	0	0	11502
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0	8090
LMO4	61894	107702	66781	43	105	22	32021	66511	25382	0	0	26	20456
SYPL2	64739	64759	97404	0	0	44	41237	106515	60315	0	45	0	15510
BARHL2	0	138	0	0	0	0	0	0	0	0	0	0	5699
MTF2	18931	38748	29853	0	0	31	11362	29209	12553	59	0	87	59847
SLC44A3	3978	2975	11253	0	0	0	8729	9129	4442	0	0	23	74905
IGSF3	35186	51924	98275	0	0	32	56420	127603	45159	26	0	0	93357
ZNF697	26813	34221	46213	22	25	76	17873	37202	16199	0	0	44	28352
CTTNBP2NL	51697	86691	63992	0	0	99	27178	47790	23785	20	0	0	67276
STRIP1	57973	72065	73934	57	34	25	28381	71445	33583	0	23	96	43065
KCNA10	0	0	0	0	0	0	0	0	0	0	0	0	1959
PSMA5	72465	99437	75755	0	0	20	38231	78909	56948	67	20	41	27397
FNDC7	0	0	0	0	0	0	0	0	0	0	0	0	30084
C1ORF162	14091	29903	16004	0	0	0	5782	15560	9178	47	0	0	4721
CD53	10324	31554	16213	0	25	40	4437	17150	7420	23	0	0	26775
PROK1	2020	1176	4978	0	0	0	404	202	584	0	0	0	6155
CELSR2	25008	66107	39452	0	0	77	16629	43274	36304	0	24	0	25732
ITGA10	38349	90163	9389	24	0	48	2681	22016	7719	0	0	0	18982
GPR161	11701	22455	13138	0	0	26	10989	16935	8033	0	0	0	58125
ALDH9A1	117067	190235	201006	49	23	21	64753	188806	90135	35	0	0	36648
ATP1B1	406437	623664	541327	201	171	593	321062	821179	341092	97	160	132	27026
TIPRL	64098	111615	93003	60	0	45	33970	92166	51446	20	0	22	23182
NME7	18010	40341	30294	97	112	271	16023	41167	19959	49	63	68	235437
POGK	78920	94016	85072	29	128	323	35469	90510	43094	54	23	119	16898
MPC2	207199	312915	263850	23	0	126	121579	351198	178678	0	43	20	20312
CREG1	133820	194107	186832	22	20	312	75803	167135	87978	165	82	136	24091
DCAF6	661350	950860	973749	123	19	441	454204	818145	509745	39	132	84	140061
GPA33	9014	7694	5010	0	0	0	1211	5525	3949	0	0	0	113644
RXRG	3163	3274	9929	0	0	0	2019	6184	2376	0	0	0	44439
TBX19	2530	3613	3021	0	0	0	1010	3561	1414	0	0	0	33387
UCK2	40415	34736	21285	45	48	56	7164	25985	12262	0	0	0	84088
TMCO1	66568	107900	91447	0	80	0	36015	78111	44127	0	0	25	103463
XCL1	683	403	0	0	0	0	0	523	177	0	0	0	5605
XCL2	0	140	0	0	0	0	0	0	101	0	0	0	3233
POU2F1	30128	54898	75671	0	58	122	16500	49331	21572	0	0	55	206517
MAEL	2900	6320	5704	0	0	31	2000	7263	4453	0	0	0	46633
ILDR2	41129	15636	15529	54	0	0	6075	24918	6814	0	21	0	79772
DPT	169926	324037	181387	0	30	129	36198	114257	42191	0	0	0	33806
MGST3	419978	804871	597099	61	22	629	227789	645165	300436	27	23	90	30936
ADCY10	202	1439	1427	0	0	0	0	604	0	0	0	0	104828
RFWD2	34496	55214	47163	0	0	145	21153	48255	24975	0	0	0	262663
NECTIN4	202	0	0	0	0	0	0	0	0	0	0	0	18605
UFC1	65248	126334	102409	0	0	37	51526	120644	66535	0	29	20	6081
PPOX	14563	28472	26818	22	0	0	19110	26281	12327	0	0	22	11604
FCGR2A	27399	46796	35661	160567	105253	2068983	17131	40696	18951	93074	67748	248130	18584
NUF2	99	202	403	0	0	0	202	202	404	0	0	0	89189
RGS5	952214	1962663	1944191	85	91	182	760232	1910252	791938	118	77	220	210671
SDHC	240102	328957	392763	50	37	257	173477	363758	221257	0	33	94	61084
PFDN2	35808	62569	49578	21	20	49	29445	53423	28933	0	45	64	17556
NR1I3	14550	29093	28264	0	0	0	12752	33051	16903	0	0	0	8637
USP21	27782	42479	43196	0	1	0	20880	38758	17068	46	0	38	6274
F13B	0	202	0	0	0	0	0	0	0	0	0	0	28077
PRCC	49402	81806	64931	84	47	129	28356	78573	34343	22	0	26	50208
FCRL5	202	202	0	0	0	0	0	202	0	0	0	0	39144
RRNAD1	21013	43203	28893	0	26	64	15844	31301	17971	0	0	20	8519
MRPL24	63830	109322	96994	22	25	0	48042	112028	69083	0	0	0	4288
PIGM	6989	18518	22518	0	0	0	7464	15408	7856	32	0	32	4319
CASQ1	128555	232106	91959	0	0	62	34184	115189	30929	0	0	0	11331
ISG20L2	36111	56006	40954	0	25	0	15469	34183	19679	0	0	67	6909
CRABP2	1739	1212	1769	0	0	0	730	606	606	25	0	0	6211
HDGF	205389	375653	344579	0	0	96	173481	383726	202258	27	27	196	24819
ABL2	27390	53797	65796	48	0	189	21695	46034	28097	92	0	232	130358
XPR1	565497	556338	270763	232	75	402	120368	388641	172666	23	0	30	258248
RGS16	3150	25541	14177	26	28	44	2404	3216	1911	0	0	23	5786
TOR1AIP1	127810	271508	191700	28	73	211	78371	185818	84600	20	59	26	42959
FAM163A	0	1414	605	0	0	0	2020	2700	707	0	0	0	73036
HMCN1	17884	22589	76757	0	70	105	38138	44476	22233	99	0	22	456399
RGL1	75764	108968	166395	27	0	173	54257	92198	46965	31	42	21	292447
LYPLAL1	76327	111062	80732	43	29	82	35545	71926	53549	41	0	0	39022
LHX9	202	202	1059	0	0	54	0	1414	0	0	20	0	23577
PRUNE1	59779	140946	141684	0	67	94	61350	121922	71482	0	0	50	27294
RORC	11284	64831	48753	84	0	0	28606	70699	40452	0	0	0	25802
TUFT1	20246	20451	19669	0	0	0	3127	19241	12169	0	0	0	43279
SF3B4	43507	61289	48522	92	0	95	19352	51628	26205	55	46	96	5028
ECM1	59369	60090	66086	0	0	61	30022	63593	28663	0	0	0	5728
ZNF687	36240	55446	55212	61	0	95	19854	51228	28680	0	0	33	10563
TARS2	50909	90000	83088	0	2	24	30355	86532	43904	43	31	0	20246
CGN	404	0	403	0	0	0	404	30	404	0	0	0	28183
SNX27	63673	116929	109399	62	108	178	45556	99381	45675	33	41	21	87027
SETDB1	43980	78718	72088	42	21	21	22803	63589	32074	22	42	0	38482
ADAMTSL4	60623	111009	100307	82	0	176	95107	166593	93806	0	0	70	11569
MCL1	691176	1608765	608078	259	107	718	149826	570777	270629	119	142	409	5188
CTSK	18626	32360	31409	0	0	111	6160	14659	7768	0	0	0	12116
RFX5	34697	83867	68861	0	47	86	17915	47740	27635	0	0	0	6718
PI4KB	140136	172095	142859	20	26	107	49819	128569	70155	22	0	22	35919
PIP5K1A	81497	142197	127852	0	0	157	51836	128270	71605	0	0	0	51588
ANP32E	73982	112083	124450	24	0	83	50094	150778	77679	0	48	134	17740
MINDY1	75423	175791	144400	0	20	208	63628	129150	68470	69	20	24	12290
ANXA9	6218	14667	10444	0	0	95	4627	11716	3086	0	0	0	13618
SELENBP1	40532	160482	155130	22	23	240	91364	160991	67261	71	24	25	8432
CERS2	113510	174875	144108	0	21	166	74160	159707	88593	23	75	46	14422
ENSA	240163	413066	284534	73	14	184	138299	332842	176251	0	52	115	28762
SEMA6C	122167	230955	198153	0	67	421	68932	226081	66894	67	112	137	14980
MRPL9	31107	53726	47483	26	20	84	22072	56270	28518	0	0	92	3922
ARNT	83157	167384	142432	0	21	215	63096	164084	65935	0	50	22	67064
POGZ	132299	260132	240889	64	94	213	103818	181715	86268	52	54	22	56742
C1ORF56	20091	28775	20896	1	0	20	10271	24270	11887	0	23	0	4247
OAZ3	3687	6642	5203	28	0	36	3448	8524	2351	0	0	0	8436
HORMAD1	202	114	202	0	0	0	0	0	0	0	0	0	22829
GOLPH3L	20565	49484	40202	0	26	71	13509	36545	19811	0	0	28	50920
GABPB2	47404	102219	65212	48	0	26	27809	62191	26302	22	20	0	54965
SYT14	0	202	51	0	0	0	0	44	72	0	0	0	233216
KCNH1	637	758	391	0	0	0	0	1003	403	0	0	0	457358
DTL	0	808	0	0	0	0	0	404	808	0	0	0	71848
DYRK3	11313	63238	34418	24	0	48	30623	27041	11447	0	0	0	48884
EIF2D	67005	114041	102320	0	29	27	44194	99506	48700	0	24	21	41172
INTS7	20479	30495	28434	20	0	46	12737	25735	14545	30	0	54	95144
VASH2	807	2270	1807	0	0	0	2167	4334	1819	0	0	0	41518
TAF1A	2538	3076	2922	0	0	0	1930	3211	2345	0	0	0	32032
SMYD2	493825	833288	694011	273	113	324	310374	773693	412615	47	347	142	56030
SUSD4	8437	21874	4502	0	0	0	7889	11452	9687	0	22	0	143384
DUSP10	5854	14807	13478	0	20	0	4226	8847	3023	37	0	0	40753
HHIPL2	0	0	0	0	0	0	202	0	0	0	0	0	25846
TP53BP2	64564	143715	97825	0	0	59	36017	62812	36044	0	0	42	66074
ATP8B2	87039	111330	69779	0	0	135	23852	65028	23856	0	0	62	25755
FLG2	202	202	202	50	0	20	0	260	0	0	0	0	11272
CRNN	0	0	0	0	0	0	0	0	0	0	0	0	5021
ADAM15	188286	224458	160197	0	69	249	123078	245686	143719	68	99	71	12210
JTB	64500	113264	72584	0	0	81	37194	97295	50046	30	25	31	3420
RAB13	47686	76014	65295	0	0	23	36871	75118	36464	23	0	43	4742
S100A8	3230	31476	10591	0	0	0	808	8136	4238	0	0	22	1157
TPM3	967938	348699	198346	20	75	40	115563	226806	103887	21	27	0	39345
NUP210L	161	0	926	0	0	0	402	404	0	0	0	0	162432
SNAPIN	68182	97575	83540	0	0	50	39799	102881	47693	47	20	0	3177
SLC27A3	17121	33367	30243	46	132	84	17631	22043	9564	28	0	0	5804
S100A7	0	0	0	0	0	0	0	0	0	0	0	0	2958
UBAP2L	230979	365967	321212	278	58	495	116620	293155	163379	107	94	181	51332
SLC39A1	92449	143096	98979	22	45	93	45882	116053	54221	25	21	76	9086
HAX1	153480	251928	231379	0	35	46	113422	276946	144883	0	0	50	3365
CREB3L4	3724	19984	15448	0	0	25	3913	9697	2639	0	21	0	6830
EFNA3	1010	1321	807	0	25	0	803	1922	404	0	0	0	8667
AQP10	202	493	505	0	0	0	202	0	0	0	0	0	4236
KCNN3	5502	8718	36124	0	56	65	9023	12139	5054	0	0	0	172826
C1ORF43	244969	406775	354221	20	0	143	176208	398430	214112	20	26	0	13932
GATAD2B	76869	154091	110746	87	0	63	39517	111796	42812	0	43	71	134331
ILF2	129297	190521	133526	0	0	77	55682	157464	87246	0	27	0	9261
RIT1	40490	45524	38807	0	30	91	22580	47772	20218	22	69	0	13597
INTS3	168523	351523	236743	40	21	109	107481	206545	87912	63	44	20	46742
PKLR	202	0	0	0	0	0	0	0	0	0	0	0	11596
HCN3	5798	4964	4926	0	0	0	4520	7666	1614	0	0	0	12266
FLG	1150	5595	4071	0	0	41	3211	3424	1917	0	0	0	23029
ACTA1	36571597	40452605	6265619	1643	1475	5954	1151613	23473070	2849908	73	1611	481	2854
C1ORF131	13656	27661	19147	0	0	0	4898	20393	8642	0	0	70	17425
GALNT2	124289	204052	117399	0	34	254	48363	124368	56258	42	0	131	224135
TTC13	15451	24889	26614	0	0	0	12846	25132	15255	0	0	0	72633
SCCPDH	52640	82490	98740	44	0	128	35636	86121	48827	0	20	37	44091
LYST	27132	48690	43864	58	0	122	17946	32513	14159	64	36	21	222600
MAP3K21	1210	1419	802	0	0	0	871	605	0	0	0	0	57381
CEP170	49618	63928	101648	0	0	84	45593	84063	35096	0	21	0	130921
ACP1	74864	122769	100862	39	23	35	51475	125962	64633	0	0	24	14144
SNAP47	103239	182867	159899	96	28	220	36040	79201	38141	0	0	42	52693
SRP9	130625	246692	196786	0	24	134	86667	239875	114740	93	0	40	12654
NVL	16148	16934	25443	43	0	25	9921	27532	9165	68	25	54	103054
SDE2	30727	52328	40848	0	0	0	18797	41184	17068	0	0	0	16630
DEGS1	67995	115986	75021	0	51	153	44366	110972	54280	106	0	91	17686
FBXO28	44674	82336	67950	0	23	171	29976	64085	35068	79	0	43	47961
ARF1	529952	780997	643822	249	223	789	276054	626070	329692	244	128	314	16553
LEFTY2	5435	3229	2424	0	0	0	202	2118	0	0	0	0	4892
CNIH4	39619	49697	37284	67	0	32	19639	44309	22777	0	0	20	22610
ITPKB	27460	88003	112642	0	92	595	67071	125127	42461	64	46	0	107634
GUK1	180132	272158	196399	0	20	102	87820	213152	109436	39	96	23	9023
CDC42BPA	126584	181300	266820	49	224	170	103456	184666	97137	21	64	105	328610
CNIH3	1493	1999	2717	0	50	0	1116	1691	1222	0	0	0	305890
C1ORF35	8233	17143	18268	21	0	0	8606	15680	9029	0	0	56	4686
MBOAT2	54474	90789	31100	20	0	0	19210	49671	21734	0	0	0	151124
PARP1	254852	429404	379933	0	47	101	231836	487159	217577	32	78	50	47389
PSEN2	19790	31799	45934	0	0	0	16841	35148	21153	0	0	50	25922
PYCR2	96181	78264	94329	68	66	93	57856	124453	70062	42	23	134	4464
LBR	28121	50454	48112	24	0	38	19742	31787	14527	0	63	41	27424
WNT9A	104574	121814	48259	0	0	33	4210	15412	4361	0	0	0	29243
EPHX1	47453	99231	121454	0	39	209	38259	99247	40231	91	28	22	35472
REN	0	0	0	0	0	0	0	0	0	0	0	0	35506
SOX13	63887	115022	61993	0	29	96	27802	60591	23308	20	50	94	54629
ETNK2	13108	14877	5040	0	0	42	4663	7673	2626	0	0	0	20942
PPFIA4	375902	438478	162153	0	0	99	60414	310771	96771	0	25	0	52243
PLEKHA6	71422	105228	160903	34	32	71	65274	174465	33679	0	0	3	158815
PTPN7	1805	5575	1673	0	44	0	404	1190	1008	0	0	0	14576
SYT2	4774	17939	12244	22	30	0	11380	7979	5313	0	31	34	119822
ARL8A	70157	104420	84796	0	0	0	36538	103207	51428	44	22	0	11340
OSR1	9906	31860	10210	0	0	0	4644	13455	4039	0	0	0	7169
GDF7	5643	8309	15096	22	0	0	3987	18224	7697	0	36	40	12582
PDIA6	233578	294052	284745	0	27	147	126444	278418	129222	58	80	42	54587
RHOB	648015	1192904	825279	208	139	519	164520	363116	290362	118	118	788	2372
ATP6V1C2	70669	100507	102615	0	0	28	40999	107512	46461	28	46	0	63462
HNRNPLL	40115	81215	52625	23	24	99	25872	41448	25275	0	59	22	41609
GALM	17587	40591	31843	0	29	60	15524	31683	13199	21	0	0	75328
CAMKMT	4460	9327	9424	0	0	0	2525	9064	5355	0	0	28	410643
ABCG8	0	202	0	0	0	0	0	202	0	0	0	0	39503
EML4	22299	34955	35630	29	21	83	16449	30015	17509	0	0	22	163199
CALM2	418221	731428	719668	106	63	691	366408	592968	400813	86	116	228	16520
CHAC2	1311	3839	2222	0	0	0	1818	6458	2615	0	0	0	7405
RPS27A	218136	475770	308375	74	66	98	152098	386078	150932	94	20	87	3951
WDPCP	14740	27031	30056	0	0	49	10651	27838	14817	83	0	0	706461
VPS54	36267	53236	60350	46	0	39	22796	48689	24947	63	42	0	126927
REG3G	0	0	202	0	0	0	0	0	0	0	0	0	2820
ASXL2	61720	98271	136140	189	31	280	52416	102494	67268	92	24	122	144764
ETAA1	17416	22853	27782	0	21	0	8169	30341	10551	0	0	0	13227
SNRPG	37273	50735	38109	0	0	0	23884	51477	33486	0	70	27	12410
ABHD1	4492	9790	7743	0	0	0	2750	5441	3285	0	0	0	7024
MEIS1	47254	106498	99880	177	0	160	38534	108842	40014	0	36	168	140418
TRIM43B	0	0	0	0	0	0	0	0	0	0	0	0	7765
TRIM43	0	0	0	0	0	0	0	0	0	0	0	0	7761
CIAO1	127464	186498	177900	63	25	33	77192	191945	96318	64	28	24	7218
ZNF514	21862	34291	44212	47	22	22	16586	37891	17635	24	22	31	18084
SNRNP200	277455	495932	494302	77	89	396	198483	475427	211468	0	168	150	31180
MRPS5	96612	175869	170182	0	28	139	82603	206400	94284	0	23	128	62228
ANKRD53	1308	2153	1195	0	0	0	285	827	606	0	0	0	7120
TPRKB	15154	39213	28989	0	0	50	19516	35195	26067	0	0	0	8297
NAT8	0	301	0	0	0	0	43	202	0	0	0	0	1562
EXOC6B	415886	513551	435212	71	149	345	195944	483493	218033	86	74	40	650058
SFXN5	25658	41305	24764	44	0	22	17876	34729	17898	24	0	0	133584
TEX261	129869	216220	168023	130	46	151	84661	192999	100668	80	0	88	9008
DQX1	0	202	0	0	0	0	0	10	2	0	0	0	8206
DUSP11	14671	29356	25637	0	0	75	9149	21807	10255	0	0	22	17974
ST6GAL2	404	2620	3387	0	0	0	604	1210	1410	0	0	0	85509
NPHP1	8307	19487	26324	0	0	0	10050	15831	10232	0	0	0	82756
MALL	13675	14269	19312	0	0	0	13614	17229	14156	0	0	0	32697
THNSL2	37861	12436	7918	0	0	0	19057	26494	47045	0	0	24	16342
RALB	95987	149102	125963	46	0	64	50512	137422	56753	160	37	68	54650
C1QL2	0	606	0	0	0	0	0	202	0	0	0	0	2647
TMEM177	6466	8179	13216	0	0	101	7847	17366	7671	0	47	0	7341
NT5DC4	202	0	86	0	0	0	0	0	0	0	0	0	21394
RABL2A	17926	33537	28644	0	0	25	9096	20241	13550	0	0	23	16168
SLC20A1	60102	92482	31534	136	25	123	18320	45716	19911	50	0	69	17971
FBLN7	1211	4001	2261	0	0	0	806	551	202	0	45	0	49832
ZC3H8	20390	41814	37274	0	65	0	15685	47037	22756	22	22	0	43612
LIPT1	5171	12901	17064	30	0	0	5696	15264	8076	0	23	21	8203
CNGA3	0	245	0	0	0	0	0	404	0	0	0	0	52447
FAHD2B	19182	49359	42075	0	0	20	20924	63082	18162	0	20	0	11300
LYG1	1021	4075	374	0	0	36	563	447	202	0	0	0	20505
AFF3	26910	35552	44873	50	27	132	10589	26706	10971	0	23	0	597321
UBXN4	151577	246122	242761	23	0	131	91850	238332	128553	0	0	0	43437
NXPH2	0	0	0	0	0	0	0	0	0	0	0	0	109577
SPOPL	37170	60740	51675	0	77	48	19711	39121	19262	49	25	47	71747
THSD7B	1010	404	202	0	0	0	404	808	180	0	0	0	912173
GPR17	22403	74243	32411	0	0	0	49511	113626	43338	22	67	0	6776
POLR2D	35780	69818	48652	20	0	68	20265	58960	30701	23	48	0	14607
AMMECR1L	48947	72829	50171	0	45	58	20463	55222	35952	46	21	22	24293
GALNT13	618	0	606	0	0	0	202	404	202	0	0	0	581937
PKP4	105530	166192	202133	90	81	687	71570	246316	110657	22	0	194	225916
SCN1A	0	0	4096	15	0	0	2460	5973	404	0	0	0	164574
SLC4A10	0	0	0	0	21	0	0	0	0	0	0	0	560951
SCRN3	51191	87011	100482	37	24	62	39182	76505	44933	0	0	87	33846
LNPK	31307	56235	71701	22	37	249	36760	58971	35571	22	60	120	78948
ZNF385B	4862	40574	6211	0	0	0	202	13160	202	0	0	0	419524
TMEFF2	765	3049	1341	0	0	0	71	1430	983	0	0	0	246667
CDCA7	5448	1414	1825	0	0	21	1414	1919	3402	0	0	0	14178
DLX1	109	403	0	0	0	0	0	0	0	30	0	45	4938
UBR3	187256	308407	459483	145	78	353	222283	427206	293855	67	0	201	256674
PHOSPHO2	303	3468	4498	0	0	0	2282	3838	1803	26	0	26	7255
GULP1	7440	15648	14840	0	0	0	4180	12894	3636	0	0	29	304263
FAM171B	9218	19406	12470	0	0	0	4438	8256	2219	0	0	0	71995
HSPD1	276753	427541	373366	50	56	164	159538	366809	182126	54	53	0	30157
CCDC150	1887	3697	2298	0	0	0	803	608	1011	0	0	0	123937
METTL21A	12443	21492	25848	0	0	0	12549	22547	12066	0	0	0	45298
UNC80	1414	1010	201	0	0	0	0	0	0	0	0	0	227308
PTH2R	0	0	165	0	0	0	0	165	0	0	0	0	494790
CPO	755	624	404	0	0	0	0	1274	369	0	0	0	29921
NBEAL1	64525	113993	97986	53	23	79	48576	95037	57349	20	0	60	211500
KANSL1L	50987	104482	67599	52	92	70	24356	63996	19972	0	31	10	149961
SPAG16	18092	39864	28071	0	0	56	14582	29333	13247	0	0	0	1126123
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	206887
SUMF1	15949	30625	25691	0	0	58	9865	17096	11161	0	0	0	766468
NYAP2	0	0	101	0	0	0	0	0	0	0	0	0	254309
RHBDD1	28850	47354	56377	72	41	74	25888	51919	25664	34	0	0	163635
ACKR3	43068	67201	99931	0	0	24	46301	104029	31991	0	0	0	14572
TRPM8	202	0	0	0	0	0	0	0	0	0	0	0	102125
HES6	1094	5407	2186	0	0	0	1208	2704	1203	0	0	0	2396
ESPNL	404	807	1818	0	0	0	202	2019	0	0	0	0	33131
ANKMY1	22985	33524	32562	31	24	0	13018	34440	16302	0	0	36	89788
COPS7B	42142	83216	83306	0	20	0	21576	62580	29342	0	50	23	27584
DIS3L2	31859	54492	49013	40	0	48	20128	45773	23159	0	0	0	383106
CPNE9	255	5	0	0	0	0	0	101	0	22	0	0	26102
FANCD2	1314	2722	3715	0	0	0	909	3071	2222	0	0	0	75517
TAMM41	10634	13651	16935	0	0	0	5749	12841	12576	0	0	0	56478
VGLL4	69548	117341	117048	24	43	70	40665	90403	37956	22	131	66	215281
RAB5A	103310	164084	145110	44	75	21	50587	132361	72458	0	0	23	38097
RETREG2	64829	105923	90483	23	0	87	36617	93993	39869	36	50	99	9255
CTDSP1	138949	237634	187959	26	56	231	91130	237059	99684	54	114	113	7686
CNOT9	39059	64602	67554	86	23	49	27631	58071	34951	0	89	127	28501
MARCH4	0	0	202	0	0	0	0	0	202	0	0	0	114163
STK11IP	24993	42204	27434	0	0	29	14112	42237	12666	38	9	0	18592
GMPPA	41031	55931	53351	0	37	25	17739	50363	24313	22	24	30	8123
GRIP2	81673	140285	112128	0	86	129	75189	412804	89891	0	0	1	66965
EAF1	31831	48600	40180	56	36	0	14052	34500	25106	23	0	25	23281
CNTN4	5679	13961	3026	0	0	0	2819	11456	3610	0	29	0	959144
DYNC1LI1	121002	223165	171544	21	0	100	83290	180164	75919	0	26	69	44904
RBMS3	68473	135816	60476	46	25	122	25485	74639	22166	0	0	66	1435601
GADL1	536	1237	395	0	0	0	404	680	141	0	21	0	168566
OSBPL10	6980	13467	11365	0	0	25	4643	6437	3745	0	0	0	419691
POMGNT2	22154	49864	54073	20	27	0	22251	51985	25156	20	0	22	26845
ACKR2	4469	3658	2180	0	0	0	819	1111	1376	0	0	0	83223
FAM198A	2017	1209	1413	0	0	0	1009	606	1392	0	0	0	80945
CSRNP1	136210	327008	144386	0	0	85	17028	27001	29548	0	28	96	12708
SLC25A38	30307	54417	32987	29	24	76	15398	59655	20194	0	0	0	14004
ITGA9	189613	228003	221985	156	0	382	132914	445724	125640	63	139	99	371400
SLC22A14	403	404	0	0	0	0	403	403	202	0	0	0	36282
GOLGA4	457793	564169	785320	213	113	625	396176	900503	448175	170	255	152	123575
CTDSPL	102069	167742	101020	49	126	226	58263	114351	47846	141	40	20	122510
STAC	606	1817	5121	0	0	24	805	1818	1009	0	0	0	167664
IQSEC1	121825	184545	279320	20	128	529	135274	331121	131073	44	110	117	175898
CAND2	132623	170898	186529	0	58	264	81466	226199	117373	21	0	46	75445
RPL32	397461	854773	670283	7275	4152	11784	300731	806319	362383	2028	6547	11605	7104
PTPRG	118995	234291	152448	91	89	271	72444	180884	77891	171	55	243	736045
IL17RD	10054	11375	38884	0	44	56	11312	32283	3821	0	0	23	80325
SHQ1	34209	41301	35436	0	0	0	12204	37753	17497	0	41	0	112638
SLC25A26	82439	149536	127509	131	0	229	74659	156296	74673	22	22	28	254507
UBA3	107539	204584	189819	22	3	87	80375	183165	101757	0	20	23	25679
ARL6IP5	288738	562791	475319	125	54	167	242797	577715	281511	32	34	0	21123
TMF1	50837	92862	82835	68	55	141	40152	84868	46506	56	0	22	32477
LRIG1	263491	517735	399514	21	40	629	214119	521301	213607	22	22	24	122467
LRTM1	0	31	0	0	0	0	35	0	0	0	0	0	48852
